key,zh,ms,ja,en,ko
label.vertical-anchor,垂直锚点,jangkar menegak,垂直アンカー,vertical anchor,수직 기준점
label.vertical-padding,,Pemadatan Menegak,,,
label.vertical_position,,Kedudukan Menegak,,,
label.view,,Lihat,,,
label.viewer-option,viewer配置,,ビューア設定,viewer option,뷰어 설정
label.visibility,,Keterlihatan,,,
label.visibility-domain,群组内公开,umum dalam kumpulan,グループ内公開,public in group,그룹내 공개
label.visibility-private,私密,peribadi,プライベート,private,비공개
label.visibility-public,公开,umum,公開,public,공개
label.visible,,Boleh Dilihat,,,
label.wait-for,等待时间,tunggu untuk,待機時間,wait for,대기 시간
label.wait-for-selectors,等待选择器,wait-for pemilih,wait-for セレクター,wait-for selectors,wait-for 선택자
label.wait-for-timeout,等待超时,wait-for masa,wait-for タイムアウト,wait-for timeout,wait-for 시간 제한
label.waiting-time,等待时间,,待ち時間,Waiting Time,대기 시간
label.warning,报警,Amaran,警告,Warning,경고
label.weather-apikey,API 密钥（OpenWeatherMap 必需）,Kunci API (Diperlukan untuk OpenWeatherMap),APIキー（OpenWeatherMapに必要）,API Key (Required for OpenWeatherMap),API 키 (OpenWeatherMap에 필요)
label.week,,Minggu,,,
label.week-language,星期语言,bahasa hari minggu,週の言語,weekday language,요일 언어
label.weekly,每周的,setiap minggu,週間,weekly,주간
label.wheel-size,滚轮大小,,ホイール サイズ,wheel size,휠 크기
label.white,,Putih,,,
label.whitelist,白名单,senarai putih,ホワイトリスト,whitelist,화이트리스트
label.width,宽度,Lebar,広さ,width,넓이
label.will-get-return,会得到回报,,リターン値反映,will get return,리턴값 반영
label.wing,翼,,翼,wing,날개
label.with-credentials,包含凭据,dengan kelayakan,クレデンシャルを含む,with credentials,With Credentials
label.withdraw,,Tarik Balik,,,
label.without-enter,无回车键,tanpa kekunci enter,エンターキーなし,without enter key,스캔시 엔터키 붙이지않음
label.wslivevideo-style,视频直播风格,,ライブビデオ スタイル,live video style,라이브비디오 스타일
label.x description,{x} 描述,{x} penerangan,{x}説明,{x} description,{x} 설명
label.x name,{x} 名称,{x} nama,{x}名前,{x} name,{x} 이름
label.x-axes,X 轴,paksi X,X軸,X axes,X 축
label.y-2nd-axes,Y 辅助轴,paksi Y kedua,Y補助軸,Y secondary axes,Y 보조축
label.y-axes,Y 轴,paksi Y,Y軸,Y axes,Y 축
label.yearly,每年的,setiap tahun,年間,yearly,연간
label.yellow,,Kuning,,,
label.yes,,Ya,,,
label.you,,Anda,,,
label.z-axes,Z 轴,paksi Z,Z軸,Z axes,Z 축
label.z-pos,Z轴的值,,Z座標,pos. Z,Z 좌표
label.zone,区域,,ゾーン,zone,존
label.zoom,变焦,,拡大/縮小,Zoom,확대/축소
label.zoom-in,,Zum Masuk,,,
label.zoom-out,,Zum Keluar,,,
menu.admin,管理员,,管理者メニュー,Administrator,관리자 메뉴
menu.attachments,附件管理,Pengurusan lampiran,添付ファイル管理,attachments,첨부파일 관리
menu.board-list,看板管理,,ボード管理,board list,보드 관리
menu.board-template,看板模板,templat papan,ボードテンプレート管理,board template,보드 템플릿 관리
menu.domain,,,ドメイン,Domain,도메인
menu.domain-list,域名管理,,ドメイン リスト,Domain,도메인 관리
menu.fonts,字体,,フォント,Fonts,폰트 관리
menu.group-auth,组权限,,グループ権限,Group Authority,그룹 권한
menu.group-list,业务群组,,グループ リスト,group list,그룹 관리
menu.initialize-setting,基本配置,,初期化設定,initialize settings,초기화 설정
menu.my-scenes,我的仪表盘,,私が作ったリスト,my scenes,내가 만든 리스트
menu.play-groups,播放群组,,プレイ グループ リスト,play group list,플레이그룹 관리
menu.preferences,设定,,環境設定,Preferences,환경설정
menu.printer-device,Printer,Printer,Printer,Printer,프린터 관리
menu.recent-applied,待审批列表,,,,
menu.recent-created,最近创建列表,,最近の作成順序,recent created,최근 생성 순서
menu.recent-printed,最近打印列表,,最近のプリント順序,recent printed,최근 프린트 순서
menu.recent-released,最近发布列表,,最近のリリース順序,recent released,최근 릴리즈 순서
menu.recent-submitted,最近提交列表,,配布要請リスト,recent submitted,배포 요청 리스트
menu.recent-updated,最近更新列表,,最近の修正順序,recent updated,최근 수정 순서
menu.request-auth,批准授权,,権限承認,Approval Authorization,권한 승인
menu.user-list,用户列表,,ユーザー リスト,User,사용자 관리
menu.variables,变量,,変数管理,Variables,변수관리
password.new_password,,Kata Laluan Baru,,,
password.password,,Kata Laluan,,,
password.password_confirm,,Sahkan Kata Laluan,,,
password.password_reset_code,,Kod Reset Kata Laluan,,,
password.reset_password,,Tetap Semula Kata Laluan,,,
password.reset_your_password,,Tetap Semula Kata Laluan Anda,,,
password.setup_new_password,,Tetapkan Kata Laluan Baru Anda,,,
privilege.category.system,系统配置,Tetapan sistem,システム設定,system setting,시스템 설정
privilege.description,{name} {category}数据,Untuk {name} data {category},{category}を{name}できる,to {name} {category} data,{category}를 {name}할 수 있음
privilege.name.mutation,编辑,Sunting,"作成, 修正, 削除",edit,"생성, 수정, 삭제"
privilege.name.query,查询,Baca,照会,read,조회
profile.account,,Akaun,,,
profile.billing_address,,Alamat Bil,,,
profile.change_password,,Tukar Kata Laluan,,,
profile.email,,E-mel,,,
profile.name,,Nama,,,
profile.notifications,,Pemberitahuan,,,
profile.password,,Kata Laluan,,,
profile.profile,,Profil,,,
profile.update_profile,,Kemaskini Profil,,,
profile.update_successful,,Profil telah berjaya dikemaskini,,,
profile.user_profile,,Profil Pengguna,,,
prompt.sure to empty approval line ?,确定要清空审批行吗？,pasti mahu kosongkan garis kelulusan?,承認ラインを空にしますか？,sure to empty approval line ?,결재라인을 비우시겠습니까 ?
prompt.sure to navigate away?,更改未保存。您确定要离开吗？,Anda mempunyai perubahan yang belum disimpan. Adakah anda pasti mahu berpindah?,未保存の変更があります。本当に移動しますか？,You have unsaved changes. Are you sure you want to navigate away?,변경 사항이 저장되지 않았습니다. 정말 이동하시겠습니까?
scene.scene-height,标签高(Pixel),,場面(シーン) 高さ(ピクセル),Scene Height(Pixel),장면(씬) 높이(픽셀)
scene.scene-width,标签宽(Pixel),,場面(シーン) 広さ(ピクセル),Scene Width(Pixel),장면(씬) 넓이(픽셀)
text.10 am on every payday,每发薪的10点早上,pukul 10 pagi pada setiap hari gajian,給料日の午前10時ごとに,10 am on every payday,월급날 오전 10시마다
text.NOTHING_CHANGED,没有新的更新。,,変更はありません.,Nothing Changed,변경된 것이 없습니다.
text.New Alarm Message is Arrived.,新报警到达！,,新しい通知メッセージが届きました.,New Alarm Message is Arrived.,새로운 알람 메시지가 도착했습니다.
text.Server Processing,执行服务中..,,処理中です..,Server Processing ...,처리 중 입니다 ..
text.Success to Process,执行成功,,処理完了,Success to Process,처리 완료
text.Sure To Delete Important,所有相关数据都会被删除，请确认是否删除？,,関連する全てのデータが削除されます. 削除しますか? ,All related data will be removed. Are you sure to delete?,관련된 모든 데이터가 삭제됩니다. 삭제하시겠습니까? 
text.Sure to X,确定要{x}吗？,,{x}しますか?,Are you sure to {x},{x} 하시겠습니까?
text.account is reactivated,账户已经重新激活。,Akaun telah diaktifkan semula,アカウントが再アクティブ化されました.,account is reactivated,계정이 재 활성화되었습니다.
text.add_files,添加文件,,ファイル追加,text.Add Files,파일 추가
text.all,,Semua,,,
text.allowed values,应许的输入值,nilai yang dibenarkan,許された値,allowed values,허용된 값
text.alternative single values,替代单一价值,nilai tunggal alternatif,代替値,alternative single values,대체 값
text.an_error_occurred,,Ralat telah berlaku,,,
text.any value,任何输入值,sebarang nilai,任意の値,any value,아무값
text.api-sandbox,API沙盒,API sandbox,API サンドボックス,API sandbox,API 샌드박스
text.appliance,终端设备,perkakas terminal,端末装置,terminal appliance,단말장치
text.appliance credential,终端设备凭证,kelayakan peralatan terminal,端末装置の資格情報,terminal appliance credential,단말장치 자격증명
text.application management,应用管理,pengurusan aplikasi,アプリケーション管理,application management,응용프로그램 관리
text.apply_changes,,Terapkan Perubahan,,,
text.are_you_sure,您确定要进行吗？,Adakah anda pasti?,進行しますか?,are you sure?,진행하시겠습니까?
text.are_you_sure_to_delete_x,您确定是否删除{x}？,adakah anda pasti untuk memadam {x}?,{x}を削除しますか?,are you sure to delete {x},{x}를 삭제하시겠습니까?
text.are_you_sure_to_terminate_contract,您确定要终止合同吗?,adakah anda pasti untuk memadam kontrak?,パートナーシップを解約しますか?,are you sure to terminate contract?,파트너쉽을 해지하시겠습니까?
text.are_you_sure_to_transfer_owner,您确定要转移业主权限?,adakah anda pasti untuk menukar pemilik?,管理者を変更しますか?,are you sure to transfer owner?,관리자를 변경하시겠습니까?
text.are_you_sure_to_x,您确定是否{x}?,adakah anda pasti untuk {x}?,{x}しますか?,are you sure to {x}?,{x}하시겠습니까?
text.are_you_sure_to_x_user,您确定要删除用户{x}?,adakah anda pasti untuk {x} pengguna?,ユーザーを{x}しますか?,are you sure to {x} user?,사용자를 {x}하시겠습니까?
text.attribute management,属性管理,pengurusan atribut,エンティティ属性管理,attribute management,엔티티 속성 관리
text.auth profile,账号管理,profil pengguna,ユーザー プロファイル,user profile,사용자 프로파일
text.auth-provider management,身份验证提供者管理,pengurusan pembekal pengesahan,認証プロバイダー管理,auth provider management,인증 제공자 관리
text.board cloned,看板 '{board}' 已成功克隆,papan '{board}' telah berjaya dikelonkan,ボード '{board}'は正常にクローンされました,board '{board}' is cloned successfully,보드 '{board}'이 복사되었습니다
text.board created,看板 '{board}' 创建成功,papan '{board}' berjaya dicipta,ボード'{board}'が作成されました,board '{board}' is created successfully,보드 '{board}'이 생성되었습니다
text.board deleted,看板 '{board}' 删除成功,papan '{board}' berjaya dipadam,ボード'{board}'が削除されました,board '{board}' is deleted successfully,보드 '{board}'이 삭제되었습니다
text.board released,看板 '{board}' 成功发布,papan '{board}' telah berjaya dikeluarkan,ボード'{board}'は正常にリリースされました,board '{board}' is released successfully,보드 '{board}'이 배포되었습니다
text.board reverted,面板 '{board}' 已成功还原至版本 '{version}',Papan '{board}' telah berjaya dikembalikan kepada versi '{version}',ボード '{board}' がバージョン '{version}' に正常に戻されました,board '{board}' is reverted to version-'{version}' successfully,보드 '{board}'이 버전-'{version}'으로 되돌려졌습니다
text.board updated,看板 '{board}' 更新成功,papan '{board}' berjaya dikemaskini,ボード'{board}'が修正されました,board '{board}' is updated successfully,보드 '{board}'이 수정되었습니다
text.board-template deleted,看板模版已删除,templat papan berjaya dipadam,ボード テンプレートが正常に削除されました,board template is deleted successfully,보드 템플릿이 삭제되었습니다
text.board-template updated,看板模版已更新,templat papan berjaya dikemaskini,ボード テンプレートが正常に修正されました,board template is updated successfully,보드 템플릿이 수정되었습니다
text.boards imported,已导入 {count} 个板块到群组 {group},{count} papan telah diimport ke dalam kumpulan {group},{count} つのボードがグループ {group} にインポートされました,{count} boards are imported into group {group},{count}개의 보드를 그룹'{group}'으로 가져왔습니다
text.can-not-change-group,无权更改组信息！,,グループ修正権限がありません.,You don't have authority to change group information!,그룹 수정 권한이 없습니다.
text.can-not-version-up,当前存在未发布版本，无法创建新版本。,,"配布されていないバージョンがあるため, 新しいバージョンを作成できません.","There exists not released version, can not create new version.","배포되지 않은 버전이 있으므로, 새 버전을 생성할 수 없습니다."
